file_name,abs_path,category,is_violation,split
compliant_general_000345.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000345.jpg,compliant_general,0,train
compliant_beverages_000059.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_beverages/compliant_beverages_000059.jpg,compliant_beverages,0,train
compliant_general_000614.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000614.jpg,compliant_general,0,train
compliant_cutlery_000032.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_cutlery/compliant_cutlery_000032.jpg,compliant_cutlery,0,train
compliant_cutlery_000049.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_cutlery/compliant_cutlery_000049.jpg,compliant_cutlery,0,train
compliant_general_000987.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000987.jpg,compliant_general,0,train
compliant_general_000531.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000531.jpg,compliant_general,0,train
compliant_beverages_000040.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_beverages/compliant_beverages_000040.jpg,compliant_beverages,0,train
compliant_general_000989.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000989.jpg,compliant_general,0,train
compliant_beverages_000071.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_beverages/compliant_beverages_000071.jpg,compliant_beverages,0,train
compliant_general_000468.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000468.jpg,compliant_general,0,train
compliant_general_000135.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000135.jpg,compliant_general,0,train
compliant_general_000130.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000130.jpg,compliant_general,0,train
compliant_general_000342.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000342.jpg,compliant_general,0,train
compliant_general_000348.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000348.jpg,compliant_general,0,train
compliant_general_000183.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000183.jpg,compliant_general,0,train
compliant_general_000259.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000259.jpg,compliant_general,0,train
alcohol_tobacco_000143.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/alcohol_tobacco/alcohol_tobacco_000143.jpg,alcohol_tobacco,1,train
compliant_general_000596.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000596.jpg,compliant_general,0,train
compliant_general_000827.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000827.jpg,compliant_general,0,train
compliant_general_000205.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000205.jpg,compliant_general,0,train
compliant_general_000343.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000343.jpg,compliant_general,0,train
compliant_beverages_000074.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_beverages/compliant_beverages_000074.jpg,compliant_beverages,0,train
compliant_general_000587.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000587.jpg,compliant_general,0,train
weapon_000086.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/weapon/weapon_000086.jpg,weapon,1,train
compliant_general_000921.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/compliant_general/compliant_general_000921.jpg,compliant_general,0,train
alcohol_tobacco_000154.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/alcohol_tobacco/alcohol_tobacco_000154.jpg,alcohol_tobacco,1,train
alcohol_tobacco_000176.jpg,/Users/vijay/462/Project/ad_safety_pipeline/raw/alcohol_tobacco/alcohol_tobacco_000176.jpg,alcohol_tobacco,1,train
